1	1
2	0.5
3	0.833333
4	0.583333
5	0.783333
6	0.616667
7	0.759524
8	0.634524
9	0.745635
10	0.645635
11	0.736544
12	0.653211
13	0.730134
14	0.658705
15	0.725372
16	0.662872
17	0.721695
18	0.66614
19	0.718771
20	0.668771
21	0.71639
22	0.670936
23	0.714414
24	0.672747
25	0.712747
26	0.674286
27	0.711323
28	0.675609
29	0.710091
30	0.676758
31	0.709016
32	0.677766
33	0.708069
34	0.678657
35	0.707229
36	0.679451
37	0.706478
38	0.680162
39	0.705803
40	0.680803
41	0.705194
42	0.681384
43	0.70464
44	0.681913
45	0.704135
46	0.682396
47	0.703672
48	0.682839
49	0.703247
50	0.683247
51	0.702855
52	0.683624
53	0.702492
54	0.683974
55	0.702155
56	0.684298
57	0.701842
58	0.684601
59	0.70155
60	0.684883
61	0.701277
62	0.685148
63	0.701021
64	0.685396
65	0.70078
66	0.685629
67	0.700554
68	0.685848
69	0.700341
70	0.686055
71	0.70014
72	0.686251
73	0.69995
74	0.686436
75	0.699769
76	0.686612
77	0.699599
78	0.686778
79	0.699436
80	0.686936
81	0.699282
82	0.687087
83	0.699135
84	0.68723
85	0.698995
86	0.687367
87	0.698861
88	0.687498
89	0.698734
90	0.687622
91	0.698611
92	0.687742
93	0.698495
94	0.687856
95	0.698383
96	0.687966
97	0.698275
98	0.688071
99	0.698172
100	0.68817
